NUMBER_SENSORS,NUMBER_DETECTIONS,TOTAL_TIME,CARS_PER_SECOND_BY_SENSOR,CARS_PER_SECOND_TOTAL,REAL_CARS_PER_SECOND,REAL_CARS_PER_SECOND_TOTAL,FREQUENCY,TIME_DATA,FREQUENCY_DATA,DETECTIONS_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME
1,0,108.58515399932861,[0],0,NaN,NaN,32,1,NaN,3213,1649163957700,1649163956700,undefined,undefined
1,0,172.92333100128172,[0],0,NaN,NaN,32,1,NaN,3205,1649167576426,1649167575426,undefined,undefined
