NUMBER_SENSORS,FREQUENCY,TIME_DATA,MIN_TIME,MAX_TIME,AVG_TIME,STD_TIME,SUCCESFUL_CALCULATIONS,CALCULATIONS_OVER_MAX
1,32,1,108.58515399932861,108.58515399932861,108.58515399932861,0,1,0
1,32,1,172.92333100128172,172.92333100128172,172.92333100128172,0,1,0
